CustomerID,Recency,Frequency,Monetary,AOV
12476.0,16,11,6816.42,619.6745454545454
12477.0,23,6,13219.74,2203.29
12478.0,4,1,680.99,680.99
12479.0,11,1,527.2,527.2
12480.0,28,4,3281.63,820.4075
12481.0,23,10,5579.82,557.982
12483.0,17,8,2484.98,310.6225
12484.0,33,6,4527.32,754.5533333333333
12488.0,10,3,1298.66,432.8866666666667
12489.0,336,1,334.93,334.93
12490.0,5,10,5417.93,541.793
12491.0,39,1,460.40000000000003,460.40000000000003
12492.0,63,2,263.21000000000004,131.60500000000002
12493.0,166,2,433.74,216.87
12494.0,16,7,1246.1000000000001,178.01428571428573
12497.0,82,1,1043.1,1043.1
12498.0,21,3,403.70000000000005,134.5666666666667
12500.0,23,11,4257.82,387.07454545454544
12501.0,337,1,2169.39,2169.39
12502.0,96,5,3723.87,744.774
12504.0,18,2,482.04999999999995,241.02499999999998
12506.0,233,1,73.5,73.5
12507.0,134,3,1304.81,434.93666666666667
12508.0,26,2,397.88,198.94
12509.0,284,1,176.5,176.5
12510.0,143,2,982.5699999999999,491.28499999999997
12512.0,66,2,132.18,66.09
12513.0,113,1,612.29,612.29
12514.0,267,1,1017.68,1017.68
12515.0,353,1,383.7,383.7
12516.0,78,2,1312.06,656.03
12517.0,28,5,2481.6,496.32
12518.0,1,5,2056.89,411.378
12519.0,64,1,330.84,330.84
12520.0,79,5,2634.26,526.8520000000001
12521.0,143,1,599.68,599.68
12522.0,39,2,192.72,96.36
12523.0,19,11,1789.77,162.70636363636365
12524.0,9,8,4485.72,560.715
12526.0,1,3,1316.66,438.8866666666667
12527.0,82,3,348.71000000000004,116.23666666666668
12528.0,9,6,1933.48,322.24666666666667
12530.0,60,4,1662.28,415.57
12531.0,15,1,125.22,125.22
12532.0,30,1,349.83000000000004,349.83000000000004
12534.0,131,1,1089.18,1089.18
12535.0,92,2,716.35,358.175
12536.0,43,3,12601.830000000002,4200.610000000001
12538.0,29,1,363.95,363.95
12539.0,22,4,5568.35,1392.0875
12540.0,20,17,13400.24,788.2494117647059
12541.0,30,3,981.18,327.06
12544.0,36,1,372.7,372.7
12545.0,75,2,1000.39,500.195
12546.0,47,2,1161.5,580.75
12547.0,198,2,207.79999999999998,103.89999999999999
12548.0,166,1,95.19999999999999,95.19999999999999
12550.0,79,1,964.83,964.83
12551.0,358,1,168.0,168.0
12552.0,39,2,437.82,218.91
12553.0,8,10,3692.28,369.228
12556.0,50,2,599.56,299.78
12557.0,16,5,11990.960000000001,2398.192
12558.0,8,1,269.96,269.96
12559.0,311,2,561.71,280.855
12560.0,5,3,2134.01,711.3366666666667
12561.0,303,1,238.85,238.85
12562.0,8,7,3781.7400000000002,540.2485714285715
12564.0,261,1,456.9,456.9
12565.0,289,1,145.92,145.92
12566.0,86,1,351.65,351.65
12567.0,23,10,9401.28,940.128
12569.0,2,32,4124.69,128.8965625
12571.0,40,2,519.61,259.805
12572.0,9,2,1020.42,510.21
12573.0,227,1,160.54000000000002,160.54000000000002
12574.0,316,1,218.45,218.45
12576.0,36,5,1315.83,263.166
12577.0,35,3,626.6,208.86666666666667
12578.0,21,2,2794.51,1397.255
12579.0,78,1,440.42,440.42
12580.0,247,1,415.7,415.7
12581.0,40,1,197.71,197.71
12582.0,239,2,511.36,255.68
12583.0,3,15,7281.38,485.42533333333336
12584.0,4,9,2338.15,259.7944444444445
12585.0,234,2,2040.1,1020.05
12586.0,17,1,196.94000000000003,196.94000000000003
12587.0,8,1,144.0,144.0
12588.0,39,1,214.89999999999998,214.89999999999998
12589.0,29,2,646.68,323.34
12590.0,211,2,9864.26,4932.13
12591.0,317,1,452.84999999999997,452.84999999999997
12592.0,92,2,437.6,218.8
12593.0,109,3,418.09999999999997,139.36666666666665
12594.0,38,10,3338.2200000000003,333.822
12596.0,51,2,618.27,309.135
12597.0,19,4,3811.22,952.805
12598.0,10,8,3023.08,377.885
12599.0,29,7,1032.58,147.51142857142855
12600.0,29,10,2599.04,259.904
12601.0,190,5,577.0600000000001,115.412
12602.0,59,1,153.12,153.12
12603.0,22,1,739.1999999999999,739.1999999999999
12604.0,79,2,254.18,127.09
12607.0,60,1,1579.51,1579.51
12609.0,78,3,1126.85,375.6166666666666
12610.0,23,5,2099.54,419.908
12611.0,52,1,1193.32,1193.32
12612.0,74,1,704.0400000000001,704.0400000000001
12613.0,57,5,3344.38,668.876
12614.0,278,1,315.6,315.6
12615.0,2,4,2291.19,572.7975
12616.0,95,2,713.3,356.65
12617.0,29,1,352.98,352.98
12618.0,22,1,177.31,177.31
12619.0,16,9,3641.24,404.5822222222222
12620.0,15,3,1339.41,446.47
12621.0,2,20,13689.67,684.4835
12622.0,232,1,180.1,180.1
12623.0,276,1,305.1,305.1
12624.0,106,2,641.13,320.565
12625.0,212,2,2683.82,1341.91
12626.0,23,9,6620.48,735.6088888888888
12627.0,11,7,4478.53,639.79
12628.0,4,3,786.46,262.15333333333336
12630.0,10,2,1270.88,635.44
12631.0,57,1,640.5,640.5
12633.0,59,4,2163.98,540.995
12635.0,90,2,1689.18,844.59
12637.0,67,8,6002.9,750.3625
12638.0,33,1,671.69,671.69
12639.0,239,1,486.1,486.1
12640.0,24,3,1174.58,391.52666666666664
12641.0,115,1,185.9,185.9
12642.0,25,3,1013.26,337.75333333333333
12643.0,128,6,3344.64,557.4399999999999
12644.0,130,1,477.91,477.91
12645.0,34,4,1775.18,443.795
12646.0,5,2,1346.97,673.485
12647.0,22,12,3722.82,310.235
12648.0,155,1,318.05,318.05
12649.0,107,3,623.51,207.83666666666667
12650.0,3,1,314.44,314.44
12651.0,335,1,114.0,114.0
12652.0,331,1,919.98,919.98
12653.0,149,2,2209.85,1104.925
12654.0,11,5,601.98,120.396
12656.0,17,5,4051.17,810.234
12657.0,11,4,1643.18,410.795
12658.0,19,1,686.05,686.05
12659.0,30,1,91.68,91.68
12660.0,11,1,245.1,245.1
12662.0,1,11,3849.78,349.98
12664.0,8,9,4881.88,542.4311111111111
12665.0,325,1,63.0,63.0
12667.0,58,1,620.13,620.13
12668.0,12,4,3807.15,951.7875
12669.0,151,3,2744.0299999999997,914.6766666666666
12670.0,10,5,2996.05,599.21
12672.0,330,1,225.89999999999998,225.89999999999998
12673.0,5,2,610.52,305.26
12674.0,39,4,1970.6,492.65
12676.0,25,6,1331.39,221.89833333333334
12678.0,42,12,17628.46,1469.0383333333332
12679.0,59,4,1113.02,278.255
12680.0,1,4,862.81,215.7025
12681.0,15,22,13787.54,626.7063636363637
12682.0,4,31,12279.82,396.1232258064516
12683.0,4,15,8476.57,565.1046666666666
12684.0,8,7,2283.63,326.23285714285714
12685.0,28,6,2863.08,477.18
12686.0,372,1,89.14,89.14
12688.0,114,1,4873.8099999999995,4873.8099999999995
12689.0,26,2,1247.61,623.805
12690.0,206,1,389.01,389.01
12691.0,28,6,1035.8,172.63333333333333
12693.0,127,4,855.91,213.9775
12694.0,70,2,869.67,434.835
12695.0,7,4,582.1,145.525
12697.0,29,3,957.59,319.19666666666666
12700.0,8,4,4939.99,1234.9975
12701.0,80,2,797.71,398.855
12702.0,20,1,219.0,219.0
12703.0,71,1,283.55,283.55
12704.0,7,8,2340.84,292.605
12705.0,15,9,6868.29,763.1433333333333
12707.0,292,1,603.42,603.42
12708.0,30,10,2712.91,271.291
12709.0,15,15,9706.52,647.1013333333334
12710.0,97,3,1149.02,383.00666666666666
12712.0,29,13,4396.13,338.1638461538462
12713.0,1,1,848.55,848.55
12714.0,9,5,4708.86,941.7719999999999
12715.0,106,1,343.36,343.36
12716.0,4,2,1053.49,526.745
12717.0,151,2,1030.98,515.49
12718.0,71,1,238.25,238.25
12719.0,5,2,644.95,322.475
12720.0,3,25,5781.73,231.26919999999998
12721.0,32,6,2656.13,442.68833333333333
12722.0,85,4,997.63,249.4075
12723.0,4,5,725.07,145.014
12724.0,5,4,1031.41,257.8525
12725.0,371,1,427.8,427.8
12726.0,28,7,2609.1,372.7285714285714
12727.0,11,7,3980.7,568.6714285714286
12728.0,71,4,836.33,209.0825
12729.0,114,1,453.01,453.01
12731.0,24,12,18895.91,1574.6591666666666
12732.0,180,1,236.26000000000002,236.26000000000002
12733.0,234,1,383.95,383.95
12734.0,353,1,110.39999999999999,110.39999999999999
12735.0,315,2,779.5699999999999,389.78499999999997
12736.0,333,1,234.0,234.0
12738.0,372,1,155.35,155.35
12739.0,78,2,1013.04,506.52
12740.0,64,1,427.6,427.6
12743.0,134,2,540.13,270.065
12744.0,52,7,21279.29,3039.8985714285714
12747.0,2,11,4196.01,381.4554545454546
12748.0,1,209,33053.19,158.14923444976077
12749.0,4,5,4090.88,818.176
12750.0,129,1,275.88,275.88
12752.0,81,1,4366.78,4366.78
12753.0,23,6,21429.39,3571.565
12754.0,236,3,3010.74,1003.5799999999999
12755.0,281,2,3811.95,1905.975
12756.0,87,1,112.07999999999998,112.07999999999998
12757.0,16,13,7834.650000000001,602.6653846153847
12758.0,117,2,2791.59,1395.795
12759.0,52,3,1531.44,510.48
12762.0,8,2,1898.52,949.26
12763.0,138,2,494.08,247.04
12764.0,317,1,1693.88,1693.88
12766.0,4,7,6989.63,998.5185714285715
12769.0,239,1,1143.6,1143.6
12770.0,211,1,1351.45,1351.45
12772.0,60,1,892.47,892.47
12775.0,17,5,1386.04,277.20799999999997
12778.0,20,6,822.23,137.03833333333333
12779.0,38,8,3981.36,497.67
12781.0,64,2,826.74,413.37
12782.0,5,5,2330.92,466.184
12783.0,2,6,2225.91,370.98499999999996
12784.0,9,2,532.8199999999999,266.40999999999997
12785.0,364,1,311.95,311.95
12787.0,10,3,463.66,154.55333333333334
12789.0,65,1,91.85,91.85
12790.0,192,1,324.92,324.92
12791.0,374,1,192.60000000000002,192.60000000000002
12792.0,257,1,400.53999999999996,400.53999999999996
12793.0,335,2,545.48,272.74
12794.0,53,2,860.41,430.205
12795.0,19,1,430.48,430.48
12797.0,366,1,254.03,254.03
12798.0,10,3,6977.04,2325.68
12802.0,187,1,427.58,427.58
12808.0,37,3,483.65000000000003,161.21666666666667
12809.0,178,1,489.31,489.31
12811.0,261,3,514.85,171.61666666666667
12812.0,45,1,229.64000000000001,229.64000000000001
12814.0,102,1,125.92,125.92
12815.0,148,2,1063.46,531.73
12816.0,96,2,572.2,286.1
12817.0,281,1,166.04,166.04
12818.0,262,1,1542.08,1542.08
12820.0,3,4,942.34,235.585
12821.0,214,1,92.72,92.72
12822.0,71,2,948.88,474.44
12823.0,75,5,1759.5,351.9
12824.0,60,1,397.12,397.12
12826.0,3,7,1474.72,210.67428571428573
12827.0,6,3,430.15000000000003,143.38333333333335
12828.0,3,6,1018.71,169.785
12829.0,337,2,293.0,146.5
12830.0,38,6,6814.64,1135.7733333333333
12831.0,262,1,215.05,215.05
12832.0,32,2,383.03,191.515
12833.0,145,1,417.38,417.38
12834.0,283,1,312.38,312.38
12836.0,59,4,2610.36,652.59
12837.0,173,1,134.1,134.1
12838.0,34,2,671.95,335.975
12839.0,3,14,5591.42,399.38714285714286
12840.0,144,4,2726.77,681.6925
12841.0,5,25,3991.58,159.6632
12842.0,70,2,1118.99,559.495
12843.0,66,8,1702.26,212.7825
12844.0,29,2,325.96000000000004,162.98000000000002
12845.0,267,4,354.09,88.5225
12847.0,22,1,843.64,843.64
12849.0,31,2,1010.29,505.145
12851.0,97,1,131.81,131.81
12852.0,295,1,311.55,311.55
12853.0,135,6,1957.1000000000001,326.18333333333334
12854.0,79,3,1316.25,438.75
12855.0,373,1,38.1,38.1
12856.0,8,6,2170.78,361.7966666666667
12857.0,211,2,1106.4,553.2
12863.0,52,1,521.2,521.2
12864.0,138,1,147.12,147.12
12865.0,26,2,1568.23,784.115
12866.0,283,1,559.12,559.12
12867.0,26,7,4009.34,572.7628571428571
12868.0,186,6,1607.0600000000002,267.84333333333336
12871.0,84,2,380.64,190.32
12872.0,327,2,599.97,299.985
12873.0,282,1,374.0,374.0
12875.0,143,2,343.2300000000001,171.61500000000004
12876.0,58,2,2218.02,1109.01
12877.0,4,12,1535.77,127.98083333333334
12878.0,236,2,854.99,427.495
12879.0,45,3,573.22,191.07333333333335
12881.0,276,1,298.0,298.0
12882.0,9,2,1463.04,731.52
12883.0,25,4,703.47,175.8675
12884.0,88,1,309.05,309.05
12885.0,63,3,1175.22,391.74
12886.0,68,2,1378.4,689.2
12888.0,214,2,354.12,177.06
12890.0,24,1,376.71999999999997,376.71999999999997
12891.0,186,3,331.0,110.33333333333333
12893.0,31,1,176.55,176.55
12895.0,42,2,372.8,186.4
12897.0,205,2,216.5,108.25
12901.0,9,28,17654.54,630.5192857142857
12902.0,265,1,138.68,138.68
12904.0,18,2,496.06,248.03
12906.0,12,5,2919.81,583.962
12908.0,176,2,750.0,375.0
12909.0,40,5,2178.67,435.73400000000004
12910.0,23,8,3075.04,384.38
12912.0,3,5,1662.3,332.46
12913.0,5,5,2483.63,496.726
12915.0,149,2,363.65,181.825
12916.0,139,4,2944.95,736.2375
12917.0,128,1,594.0,594.0
12919.0,8,6,1335.19,222.53166666666667
12920.0,17,1,162.78,162.78
12921.0,9,37,16587.09,448.29972972972973
12922.0,161,1,405.38,405.38
12923.0,64,1,172.82,172.82
12924.0,88,4,933.7,233.425
12925.0,5,2,694.05,347.025
12928.0,35,5,2062.7000000000003,412.5400000000001
12929.0,312,1,117.85,117.85
12930.0,78,2,415.8,207.9
12931.0,22,15,42055.96,2803.730666666667
12933.0,24,3,607.53,202.51
12935.0,2,7,2160.7,308.6714285714285
12936.0,17,4,1063.9,265.975
12937.0,15,4,1504.27,376.0675
12938.0,26,1,114.14,114.14
12939.0,64,8,11581.8,1447.725
12940.0,55,2,899.69,449.845
12942.0,131,3,675.6,225.20000000000002
12944.0,36,2,604.51,302.255
12945.0,288,1,462.95,462.95
12947.0,144,6,1603.99,267.33166666666665
12948.0,16,7,2064.95,294.99285714285713
12949.0,31,8,4167.22,520.9025
12950.0,2,3,1843.0,614.3333333333334
12951.0,9,6,1064.07,177.345
12952.0,6,4,1387.79,346.9475
12953.0,10,1,329.85,329.85
12955.0,1,11,4757.16,432.4690909090909
12956.0,306,1,108.07,108.07
12957.0,10,8,4017.54,502.1925
12962.0,7,2,266.39,133.195
12963.0,8,8,1856.63,232.07875
12965.0,89,1,769.8100000000001,769.8100000000001
12966.0,10,1,160.18,160.18
12967.0,358,2,1660.9,830.45
12968.0,112,1,135.95,135.95
12970.0,7,4,405.47,101.3675
12971.0,4,86,11189.91,130.11523255813952
12974.0,198,1,144.8,144.8
12976.0,212,1,738.6,738.6
12977.0,156,1,39.239999999999995,39.239999999999995
12980.0,158,9,7374.900000000001,819.4333333333334
12981.0,30,2,372.21999999999997,186.10999999999999
12982.0,243,1,390.54,390.54
12984.0,19,1,97.5,97.5
12985.0,1,2,1239.38,619.69
12987.0,74,2,558.7,279.35
12988.0,292,1,505.82,505.82
12989.0,3,15,6924.110000000001,461.6073333333334
12990.0,31,3,409.5,136.5
12991.0,23,2,503.76,251.88
12993.0,23,4,414.76,103.69
12994.0,4,3,974.4200000000001,324.8066666666667
12995.0,85,1,211.32,211.32
12997.0,22,4,1226.89,306.7225
12999.0,196,3,455.88,151.96
13000.0,107,3,534.85,178.28333333333333
13001.0,4,13,9785.970000000001,752.7669230769231
13002.0,318,1,120.94999999999999,120.94999999999999
13003.0,106,3,149.05,49.68333333333334
13004.0,12,18,5655.91,314.21722222222223
13005.0,174,2,513.7,256.85
13006.0,56,1,81.57,81.57
13008.0,323,1,229.46999999999997,229.46999999999997
13011.0,372,1,50.550000000000004,50.550000000000004
13012.0,9,8,1646.8400000000001,205.85500000000002
13013.0,1,13,4810.9400000000005,370.07230769230773
13014.0,11,10,3466.2799999999997,346.628
13015.0,53,5,3339.64,667.928
13016.0,73,3,789.89,263.2966666666667
13017.0,7,1,204.0,204.0
13018.0,16,28,7277.7,259.91785714285714
13021.0,4,9,2616.38,290.7088888888889
13023.0,64,2,689.9,344.95
13026.0,1,5,975.36,195.072
13027.0,114,6,6912.0,1152.0
13028.0,23,2,661.3199999999999,330.65999999999997
13029.0,31,3,1247.5,415.8333333333333
13030.0,11,2,752.4399999999999,376.21999999999997
13032.0,52,2,1010.18,505.09
13033.0,357,1,190.55,190.55
13034.0,55,2,642.77,321.385
13035.0,74,2,921.88,460.94
13037.0,138,3,881.07,293.69
13038.0,80,3,908.46,302.82
13040.0,9,2,676.99,338.495
13043.0,273,1,516.42,516.42
13044.0,291,1,560.47,560.47
13045.0,99,1,305.28000000000003,305.28000000000003
13046.0,31,2,629.31,314.655
13047.0,32,10,3237.54,323.754
13048.0,14,4,1819.41,454.8525
13049.0,64,2,656.6800000000001,328.34000000000003
13050.0,15,17,5836.86,343.3447058823529
13052.0,212,1,348.15000000000003,348.15000000000003
13055.0,78,3,1214.41,404.80333333333334
13058.0,25,3,271.40000000000003,90.46666666666668
13059.0,250,1,183.4,183.4
13060.0,254,1,307.53,307.53
13061.0,72,1,248.61,248.61
13062.0,191,1,346.98,346.98
13064.0,13,4,1105.59,276.3975
13065.0,373,1,205.86,205.86
13066.0,24,2,470.8,235.4
13067.0,82,1,115.46000000000001,115.46000000000001
13068.0,10,2,344.0,172.0
13069.0,1,24,4431.44,184.64333333333332
13070.0,192,1,228.8,228.8
13072.0,267,1,177.15,177.15
13075.0,130,1,919.61,919.61
13077.0,1,4,728.02,182.005
13078.0,3,26,12627.94,485.69
13079.0,4,5,220.10000000000002,44.02
13080.0,179,1,58.08,58.08
13081.0,12,11,28337.38,2576.1254545454544
13082.0,126,9,3613.63,401.51444444444445
13083.0,4,2,303.75,151.875
13085.0,158,2,416.08000000000004,208.04000000000002
13089.0,3,97,58762.08,605.7946391752578
13090.0,9,14,8910.82,636.4871428571429
13091.0,28,1,345.82,345.82
13092.0,71,5,477.83,95.566
13093.0,276,8,7832.47,979.05875
13094.0,21,12,1927.3200000000002,160.61
13095.0,71,1,74.39999999999999,74.39999999999999
13097.0,33,10,6003.22,600.322
13098.0,1,28,28882.44,1031.5157142857142
13099.0,99,1,207.35999999999999,207.35999999999999
13101.0,234,1,101.19,101.19
13102.0,1,24,6424.09,267.67041666666665
13103.0,40,1,243.94,243.94
13104.0,3,6,1098.48,183.08
13106.0,133,1,76.5,76.5
13107.0,44,4,1531.6200000000001,382.90500000000003
13108.0,373,1,350.06,350.06
13109.0,60,2,786.54,393.27
13110.0,31,7,1488.67,212.66714285714286
13113.0,1,24,12245.960000000001,510.2483333333334
13115.0,12,4,2294.78,573.695
13116.0,138,1,501.14,501.14
13117.0,22,8,984.91,123.11375
13118.0,20,5,1197.81,239.56199999999998
13120.0,239,1,30.599999999999998,30.599999999999998
13121.0,269,1,283.73,283.73
13122.0,94,2,922.39,461.195
13124.0,90,3,3756.33,1252.11
13126.0,5,8,2099.64,262.455
13127.0,78,1,259.17,259.17
13130.0,94,1,64.0,64.0
13131.0,23,3,1073.3,357.76666666666665
13132.0,262,1,77.3,77.3
13133.0,274,2,109.8,54.9
13134.0,86,4,1793.58,448.395
13135.0,197,1,3096.0,3096.0
13136.0,56,5,2607.61,521.522
13137.0,11,8,3603.29,450.41125
13138.0,22,6,962.39,160.39833333333334
13139.0,16,7,5064.94,723.5628571428571
13140.0,108,3,422.47,140.82333333333335
13141.0,85,5,2388.75,477.75
13142.0,19,1,307.09,307.09
13144.0,333,1,110.95,110.95
13145.0,40,4,618.52,154.63
13146.0,26,1,228.91,228.91
13147.0,10,4,712.8000000000001,178.20000000000002
13148.0,29,12,3683.26,306.93833333333333
13149.0,14,4,1676.06,419.015
13151.0,296,1,1257.8700000000001,1257.8700000000001
13153.0,6,1,486.22,486.22
13155.0,33,4,971.76,242.94
13157.0,49,4,1741.22,435.305
13158.0,95,4,1201.06,300.265
13159.0,9,4,1429.35,357.3375
13160.0,22,1,91.8,91.8
13161.0,313,1,112.75,112.75
13162.0,122,4,1688.29,422.0725
13165.0,46,2,1021.48,510.74
13166.0,283,1,417.2,417.2
13167.0,19,4,791.33,197.8325
13168.0,36,4,1299.59,324.8975
13169.0,64,2,712.88,356.44
13170.0,27,1,108.81,108.81
13171.0,22,3,468.41,156.13666666666668
13173.0,4,2,353.65,176.825
13174.0,16,3,2742.82,914.2733333333334
13176.0,46,1,481.49,481.49
13177.0,65,1,282.45,282.45
13178.0,26,11,5725.47,520.4972727272727
13182.0,45,1,121.18,121.18
13183.0,8,9,3957.78,439.75333333333333
13184.0,15,10,1668.95,166.895
13185.0,268,1,71.4,71.4
13186.0,40,3,1575.89,525.2966666666667
13187.0,337,1,236.02,236.02
13188.0,11,1,114.60000000000001,114.60000000000001
13189.0,19,2,260.68,130.34
13192.0,95,2,911.94,455.97
13193.0,61,1,112.08,112.08
13194.0,136,1,60.7,60.7
13196.0,11,4,1797.78,449.445
13198.0,10,6,3401.2400000000002,566.8733333333333
13199.0,4,38,9817.12,258.34526315789475
13200.0,19,4,870.09,217.5225
13203.0,10,4,869.46,217.365
13207.0,15,2,250.26000000000002,125.13000000000001
13208.0,59,6,1217.65,202.9416666666667
13209.0,30,8,5891.61,736.45125
13210.0,94,1,353.48,353.48
13211.0,10,3,1095.42,365.14000000000004
13212.0,20,3,786.83,262.2766666666667
13213.0,57,5,1520.58,304.116
13216.0,268,1,333.74,333.74
13217.0,122,3,533.98,177.99333333333334
13218.0,127,1,62.63999999999999,62.63999999999999
13220.0,78,4,819.2900000000001,204.82250000000002
13221.0,240,2,847.41,423.705
13223.0,200,2,163.20000000000002,81.60000000000001
13224.0,60,2,2155.95,1077.975
13225.0,3,7,6463.84,923.4057142857143
13226.0,273,1,108.21000000000001,108.21000000000001
13227.0,202,1,257.7,257.7
13228.0,81,1,358.0,358.0
13229.0,226,1,160.95,160.95
13230.0,4,14,2755.63,196.8307142857143
13232.0,13,7,1328.35,189.7642857142857
13233.0,74,2,605.12,302.56
13235.0,212,1,1031.07,1031.07
13236.0,25,2,744.85,372.425
13238.0,17,4,700.73,175.1825
13239.0,262,1,329.56,329.56
13240.0,96,4,663.65,165.9125
13242.0,112,3,270.40000000000003,90.13333333333334
13243.0,203,1,585.12,585.12
13244.0,93,1,121.74000000000001,121.74000000000001
13245.0,51,1,430.5,430.5
13246.0,18,6,1961.52,326.92
13247.0,18,4,501.12,125.28
13248.0,125,2,465.68,232.84
13249.0,92,3,711.41,237.13666666666666
13253.0,157,2,1030.4,515.2
13255.0,9,2,399.51,199.755
13258.0,12,3,672.83,224.27666666666667
13259.0,62,1,283.18,283.18
13260.0,61,1,557.62,557.62
13261.0,269,2,944.1,472.05
13262.0,263,1,200.29,200.29
13263.0,1,35,7436.93,212.48371428571429
13265.0,53,5,2092.66,418.532
13266.0,11,12,3834.2599999999998,319.52166666666665
13267.0,3,19,4521.49,237.97315789473683
13268.0,18,11,3174.75,288.6136363636364
13269.0,1,15,5343.28,356.21866666666665
13270.0,366,1,590.0,590.0
13271.0,37,1,211.49,211.49
13272.0,31,2,276.56,138.28
13273.0,113,1,138.98,138.98
13276.0,64,2,590.9300000000001,295.46500000000003
13277.0,16,4,258.4,64.6
13278.0,41,1,542.73,542.73
13279.0,78,1,137.75,137.75
13280.0,122,3,798.46,266.15333333333336
13282.0,18,3,1132.14,377.38000000000005
13283.0,60,2,93.66,46.83
13284.0,331,1,201.19,201.19
13285.0,23,4,2709.12,677.28
13291.0,156,1,361.11,361.11
13292.0,39,2,578.9399999999999,289.46999999999997
13294.0,190,2,873.74,436.87
13295.0,360,1,201.20000000000002,201.20000000000002
13296.0,137,1,87.4,87.4
13297.0,8,4,2089.85,522.4625
13298.0,1,1,360.0,360.0
13299.0,268,1,142.5,142.5
13300.0,169,1,371.89,371.89
13301.0,104,4,618.09,154.5225
13302.0,155,1,63.75,63.75
